CN,STATECD,SYMBOL,INV_GROUP_CD,UNITCD_LIST,START_DATE,END_DATE,MANUAL_START,MANUAL_END,NOTES,CREATED_DATE,MODIFIED_DATE
245531476010661,55,POBO10,,,2007-01-01 00:00:00,,4.0,,Species not in PLANTS 2000,2010-09-24 00:00:00,
245531477010661,55,POCU6,,,2007-01-01 00:00:00,,4.0,,,2010-09-24 00:00:00,
245531478010661,55,POSA4,,,2007-01-01 00:00:00,,4.0,,,2010-09-24 00:00:00,
245531479010661,55,RHCA3,,,2007-01-01 00:00:00,,4.0,,,2010-09-24 00:00:00,
245531480010661,55,ROMU,,,2007-01-01 00:00:00,,4.0,,,2010-09-24 00:00:00,
245531481010661,55,ROPS,,,2007-01-01 00:00:00,,4.0,,,2010-09-24 00:00:00,
245531482010661,55,SPJA,,,2007-01-01 00:00:00,,4.0,,,2010-09-24 00:00:00,
245531483010661,55,TARA,,,2007-01-01 00:00:00,,4.0,,,2010-09-24 00:00:00,
245531484010661,55,TRSE6,,,2007-01-01 00:00:00,,4.0,,,2010-09-24 00:00:00,
245531485010661,55,ULPU,,,2007-01-01 00:00:00,,4.0,,,2010-09-24 00:00:00,
245531486010661,55,VIOP,,,2007-01-01 00:00:00,,4.0,,,2010-09-24 00:00:00,
245531487010661,56,ACRE3,,,2011-01-01 00:00:00,,5.0,,,2010-09-02 00:00:00,
245531488010661,56,AMTO3,,,2011-01-01 00:00:00,2023-01-01 00:00:00,5.0,9.2,,2010-09-02 00:00:00,2025-07-28 11:29:33
245531489010661,56,ARMI2,,,2011-01-01 00:00:00,,5.0,,,2010-09-02 00:00:00,
245531490010661,56,CAAC,,,2011-01-01 00:00:00,2023-01-01 00:00:00,5.0,9.2,,2010-09-02 00:00:00,2025-07-28 11:29:33
245531491010661,56,CADR,,,2011-01-01 00:00:00,2023-01-01 00:00:00,5.0,9.2,,2010-09-02 00:00:00,2025-07-28 11:29:33
245531492010661,56,CANU4,,,2011-01-01 00:00:00,2023-01-01 00:00:00,5.0,9.2,,2010-09-02 00:00:00,2025-07-28 11:29:33
245531493010661,56,CAPU6,,,2011-01-01 00:00:00,2023-01-01 00:00:00,5.0,9.2,,2010-09-02 00:00:00,2025-07-28 11:29:33
245531494010661,56,CESTM,,,2011-01-01 00:00:00,,5.0,,NRCS 2000 to 2010 update of SYMBOL from CEBI2 to CESTM.,2010-09-02 00:00:00,
245531495010661,56,CEDI3,,,2011-01-01 00:00:00,,5.0,,,2010-09-02 00:00:00,
245531496010661,56,CIAR4,,,2011-01-01 00:00:00,,5.0,,,2010-09-02 00:00:00,
245531497010661,56,COAR4,,,2011-01-01 00:00:00,,5.0,,,2010-09-02 00:00:00,
245531498010661,56,CYOF,,,2011-01-01 00:00:00,,5.0,,,2010-09-02 00:00:00,
245531499010661,56,ELRE4,,,2011-01-01 00:00:00,,5.0,,,2010-09-02 00:00:00,
245531500010661,56,EUES,,,2011-01-01 00:00:00,,5.0,,,2010-09-02 00:00:00,
245531501010661,56,HYPE,,,2011-01-01 00:00:00,,5.0,,,2010-09-02 00:00:00,
245531502010661,56,ISTI,,,2011-01-01 00:00:00,,5.0,,,2010-09-02 00:00:00,
245531503010661,56,LELA2,,,2011-01-01 00:00:00,,5.0,,,2010-09-02 00:00:00,
245531504010661,56,LEVU,,,2011-01-01 00:00:00,,5.0,,,2010-09-02 00:00:00,
245531505010661,56,LIDA,,,2011-01-01 00:00:00,2023-01-01 00:00:00,5.0,9.2,,2010-09-02 00:00:00,2025-07-28 11:29:33
245531506010661,56,LIVU2,,,2011-01-01 00:00:00,2023-01-01 00:00:00,5.0,9.2,,2010-09-02 00:00:00,2025-07-28 11:29:33
245531507010661,56,LYSA2,,,2011-01-01 00:00:00,,5.0,,,2010-09-02 00:00:00,
245531508010661,56,ONAC,,,2011-01-01 00:00:00,,5.0,,,2010-09-02 00:00:00,
245531509010661,56,SOAR2,,,2011-01-01 00:00:00,2023-01-01 00:00:00,5.0,9.2,,2010-09-02 00:00:00,2025-07-28 11:29:33
245531510010661,56,TAMAR2,,,2011-01-01 00:00:00,,5.0,,,2010-09-02 00:00:00,
165176462981125,28,CICA,,"1,2,3,4,5",2013-10-01 00:00:00,,6.0,,,2017-12-22 14:14:09,
165176463981125,37,CICA,,"1,2,3,4",2013-10-01 00:00:00,,6.0,,,2017-12-22 14:14:09,
165176464981125,40,CICA,,"1,2,3,4,5,6,7",2013-10-01 00:00:00,,6.0,,,2017-12-22 14:14:09,
165176465981125,45,CICA,,"1,2,3",2013-10-01 00:00:00,,6.0,,,2017-12-22 14:14:09,
165176466981125,47,CICA,,"1,2,3,4,5",2013-10-01 00:00:00,,6.0,,,2017-12-22 14:14:09,
165176467981125,48,CICA,,"1,2,3,4,5,6,7",2013-10-01 00:00:00,,6.0,,,2017-12-22 14:14:09,
165176468981125,51,CICA,,"1,2,3,4,5",2013-10-01 00:00:00,,6.0,,,2017-12-22 14:14:09,
165176469981125,1,ARCR80,,"1,2,3,4,5,6",2013-10-01 00:00:00,,6.0,,,2017-12-22 14:14:09,
165176470981125,5,ARCR80,,"1,2,3,4,5",2013-10-01 00:00:00,,6.0,,,2017-12-22 14:14:09,
165176471981125,12,ARCR80,,"1,2,3,4",2001-01-01 00:00:00,,1.0,,,2017-12-22 14:14:09,2017-12-22 14:35:37
165176472981125,13,ARCR80,,"1,2,3,4,5",2013-10-01 00:00:00,,6.0,,,2017-12-22 14:14:09,
165176473981125,21,ARCR80,,"1,2,3,4,5,6,7",2013-10-01 00:00:00,,6.0,,,2017-12-22 14:14:09,
165176474981125,22,ARCR80,,"1,2,3,4,5",2013-10-01 00:00:00,,6.0,,,2017-12-22 14:14:09,
165176475981125,28,ARCR80,,"1,2,3,4,5",2013-10-01 00:00:00,,6.0,,,2017-12-22 14:14:09,
165176476981125,37,ARCR80,,"1,2,3,4",2013-10-01 00:00:00,,6.0,,,2017-12-22 14:14:09,
165176477981125,40,ARCR80,,"1,2,3,4,5,6,7",2013-10-01 00:00:00,,6.0,,,2017-12-22 14:14:09,
165176478981125,45,ARCR80,,"1,2,3",2013-10-01 00:00:00,,6.0,,,2017-12-22 14:14:09,
165176479981125,47,ARCR80,,"1,2,3,4,5",2013-10-01 00:00:00,,6.0,,,2017-12-22 14:14:09,
165176480981125,48,ARCR80,,"1,2,3,4,5,6,7",2013-10-01 00:00:00,,6.0,,,2017-12-22 14:14:09,
165176481981125,51,ARCR80,,"1,2,3,4,5",2013-10-01 00:00:00,,6.0,,,2017-12-22 14:14:09,
499426435126144,5,MERE9,,"1,2,3,4,5",2013-10-01 00:00:00,,6.0,,,2018-01-31 08:25:18,
499426436126144,13,MERE9,,"1,2,3,4,5",2013-10-01 00:00:00,,6.0,,,2018-01-31 08:25:18,
165176484981125,12,SCTE,,"1,2,3,4",2001-01-01 00:00:00,,1.0,,,2017-12-22 14:14:09,2017-12-22 14:35:37
499426437126144,21,MERE9,,"1,2,3,4,5,6,7",2013-10-01 00:00:00,,6.0,,,2018-01-31 08:25:19,
499426438126144,22,MERE9,,"1,2,3,4,5",2013-10-01 00:00:00,,6.0,,,2018-01-31 08:25:19,
499426439126144,28,MERE9,,"1,2,3,4,5",2013-10-01 00:00:00,,6.0,,,2018-01-31 08:25:19,
499426440126144,37,MERE9,,"1,2,3,4",2013-10-01 00:00:00,,6.0,,,2018-01-31 08:25:19,
499426441126144,40,MERE9,,"1,2,3,4,5,6,7",2013-10-01 00:00:00,,6.0,,,2018-01-31 08:25:19,
499426442126144,47,MERE9,,"1,2,3,4,5",2013-10-01 00:00:00,,6.0,,,2018-01-31 08:25:19,
499426443126144,48,MERE9,,"1,2,3,4,5,6,7",2013-10-01 00:00:00,,6.0,,,2018-01-31 08:25:19,
499426444126144,51,MERE9,,"1,2,3,4,5",2013-10-01 00:00:00,,6.0,,,2018-01-31 08:25:19,
499426445126144,1,ERCU2,,"1,2,3,4,5,6",2013-10-01 00:00:00,,6.0,,,2018-01-31 08:25:19,
499426446126144,5,ERCU2,,"1,2,3,4,5",2013-10-01 00:00:00,,6.0,,,2018-01-31 08:25:19,
499236699126144,1,ARDO4,,"1,2,3,4,5,6",2001-01-01 00:00:00,2013-09-30 00:00:00,1.0,6.0,,2018-01-26 10:06:29,
499236700126144,5,ARDO4,,"1,2,3,4,5",2001-01-01 00:00:00,2013-09-30 00:00:00,1.0,6.0,,2018-01-26 10:06:29,
499236701126144,12,ARDO4,,"1,2,3,4",2001-01-01 00:00:00,2013-09-30 00:00:00,1.0,6.0,,2018-01-26 10:06:29,
499236702126144,13,ARDO4,,"1,2,3,4,5",2001-01-01 00:00:00,2013-09-30 00:00:00,1.0,6.0,,2018-01-26 10:06:29,
499236703126144,21,ARDO4,,"1,2,3,4,5,6,7",2001-01-01 00:00:00,2013-09-30 00:00:00,1.0,6.0,,2018-01-26 10:06:29,
499236704126144,22,ARDO4,,"1,2,3,4,5",2001-01-01 00:00:00,2013-09-30 00:00:00,1.0,6.0,,2018-01-26 10:06:29,
499236705126144,28,ARDO4,,"1,2,3,4,5",2001-01-01 00:00:00,2013-09-30 00:00:00,1.0,6.0,,2018-01-26 10:06:29,
499236706126144,37,ARDO4,,"1,2,3,4",2001-01-01 00:00:00,2013-09-30 00:00:00,1.0,6.0,,2018-01-26 10:06:29,
499236707126144,40,ARDO4,,"1,2,3,4,5,6,7",2001-01-01 00:00:00,2013-09-30 00:00:00,1.0,6.0,,2018-01-26 10:06:29,
499236708126144,47,ARDO4,,"1,2,3,4,5",2001-01-01 00:00:00,2013-09-30 00:00:00,1.0,6.0,,2018-01-26 10:06:29,
499236709126144,48,ARDO4,,"1,2,3,4,5,6,7",2001-01-01 00:00:00,2013-09-30 00:00:00,1.0,6.0,,2018-01-26 10:06:29,
499236710126144,51,ARDO4,,"1,2,3,4,5",2001-01-01 00:00:00,2013-09-30 00:00:00,1.0,6.0,,2018-01-26 10:06:30,
499236711126144,1,SOVI2,,"1,2,3,4,5,6",2001-01-01 00:00:00,2013-09-30 00:00:00,1.0,6.0,,2018-01-26 10:06:30,
499236712126144,5,SOVI2,,"1,2,3,4,5",2001-01-01 00:00:00,2013-09-30 00:00:00,1.0,6.0,,2018-01-26 10:06:30,
499236713126144,12,SOVI2,,"1,2,3,4",2001-01-01 00:00:00,2013-09-30 00:00:00,1.0,6.0,,2018-01-26 10:06:30,
499236714126144,13,SOVI2,,"1,2,3,4,5",2001-01-01 00:00:00,2013-09-30 00:00:00,1.0,6.0,,2018-01-26 10:06:30,
499236715126144,21,SOVI2,,"1,2,3,4,5,6,7",2001-01-01 00:00:00,2013-09-30 00:00:00,1.0,6.0,,2018-01-26 10:06:30,
499236716126144,22,SOVI2,,"1,2,3,4,5",2001-01-01 00:00:00,2013-09-30 00:00:00,1.0,6.0,,2018-01-26 10:06:30,
499236717126144,28,SOVI2,,"1,2,3,4,5",2001-01-01 00:00:00,2013-09-30 00:00:00,1.0,6.0,,2018-01-26 10:06:30,
499236718126144,37,SOVI2,,"1,2,3,4",2001-01-01 00:00:00,2013-09-30 00:00:00,1.0,6.0,,2018-01-26 10:06:30,
499236719126144,40,SOVI2,,"1,2,3,4,5,6,7",2001-01-01 00:00:00,2013-09-30 00:00:00,1.0,6.0,,2018-01-26 10:06:30,
499236720126144,47,SOVI2,,"1,2,3,4,5",2001-01-01 00:00:00,2013-09-30 00:00:00,1.0,6.0,,2018-01-26 10:06:30,
499236721126144,48,SOVI2,,"1,2,3,4,5,6,7",2001-01-01 00:00:00,2013-09-30 00:00:00,1.0,6.0,,2018-01-26 10:06:30,
499236722126144,51,SOVI2,,"1,2,3,4,5",2001-01-01 00:00:00,2013-09-30 00:00:00,1.0,6.0,,2018-01-26 10:06:30,
499236735126144,45,ARDO4,,"1,2,3",2001-01-01 00:00:00,2013-09-30 00:00:00,1.0,6.0,,2018-01-26 10:06:30,
499236736126144,45,SOVI2,,"1,2,3",2001-01-01 00:00:00,2013-09-30 00:00:00,1.0,6.0,,2018-01-26 10:06:30,
499241001126144,1,AMBR7,,"1,2,3,4,5,6",2013-10-01 00:00:00,,6.0,,,2018-01-26 12:35:57,
499241002126144,5,AMBR7,,"1,2,3,4,5",2013-10-01 00:00:00,,6.0,,,2018-01-26 12:35:57,
499241003126144,12,AMBR7,,"1,2,3,4",2013-10-01 00:00:00,,6.0,,,2018-01-26 12:35:57,
499241004126144,13,AMBR7,,"1,2,3,4,5",2013-10-01 00:00:00,,6.0,,,2018-01-26 12:35:57,
499241005126144,21,AMBR7,,"1,2,3,4,5,6,7",2013-10-01 00:00:00,,6.0,,,2018-01-26 12:35:57,
499241006126144,22,AMBR7,,"1,2,3,4,5",2013-10-01 00:00:00,,6.0,,,2018-01-26 12:35:57,
499241007126144,28,AMBR7,,"1,2,3,4,5",2013-10-01 00:00:00,,6.0,,,2018-01-26 12:35:57,
499241008126144,37,AMBR7,,"1,2,3,4",2013-10-01 00:00:00,,6.0,,,2018-01-26 12:35:57,
499241009126144,40,AMBR7,,"1,2,3,4,5,6,7",2013-10-01 00:00:00,,6.0,,,2018-01-26 12:35:57,
499241010126144,45,AMBR7,,"1,2,3",2013-10-01 00:00:00,,6.0,,,2018-01-26 12:35:57,
499241011126144,47,AMBR7,,"1,2,3,4,5",2013-10-01 00:00:00,,6.0,,,2018-01-26 12:35:57,
245529386010661,6,ISTI,,,2011-01-01 00:00:00,,5.0,,,2010-09-02 00:00:00,
245529387010661,6,LELA2,,,2011-01-01 00:00:00,,5.0,,,2010-09-02 00:00:00,
245529388010661,6,LIDA,,,2011-01-01 00:00:00,,5.0,,,2010-09-02 00:00:00,
245529389010661,6,LYSA2,,,2011-01-01 00:00:00,,5.0,,,2010-09-02 00:00:00,
245529390010661,6,ONAC,,,2011-01-01 00:00:00,,5.0,,thistle spp group,2010-09-02 00:00:00,
245529391010661,6,POBO10,,,2011-01-01 00:00:00,,5.0,,knotweed spp group,2010-09-02 00:00:00,
245529392010661,6,POCU6,,,2011-01-01 00:00:00,,5.0,,knotweed spp group,2010-09-02 00:00:00,
245529393010661,6,POPO5,,,2011-01-01 00:00:00,,5.0,,knotweed spp group,2010-09-02 00:00:00,
245529394010661,6,POSA4,,,2011-01-01 00:00:00,,5.0,,knotweed spp group,2010-09-02 00:00:00,
245529395010661,6,RUAR9,,,2011-01-01 00:00:00,,5.0,,NRCS 2000 to 2010 update of SYMBOL from RUDI2 to RUAR9.,2010-09-02 00:00:00,
245529402010661,6,SPJU2,,,2011-01-01 00:00:00,,5.0,,broom spp group,2010-09-02 00:00:00,
245529403010661,6,TACA8,,,2011-01-01 00:00:00,,5.0,,,2010-09-02 00:00:00,
245529404010661,6,TARA,,,2011-01-01 00:00:00,,5.0,,,2010-09-02 00:00:00,
245529405010661,6,ULEU,,,2011-01-01 00:00:00,,5.0,,,2010-09-02 00:00:00,
245529406010661,8,ABTH,,,2011-01-01 00:00:00,2023-01-01 00:00:00,5.0,9.2,,2010-09-02 00:00:00,2025-07-28 11:29:18
245529407010661,8,ACRE3,,,2011-01-01 00:00:00,,5.0,,,2010-09-02 00:00:00,
245529408010661,8,AECY,,,2011-01-01 00:00:00,,5.0,,,2010-09-02 00:00:00,
245529409010661,8,ALMA12,,,2011-01-01 00:00:00,,5.0,,,2010-09-02 00:00:00,
245529410010661,8,ANAR6,,,2011-01-01 00:00:00,2023-01-01 00:00:00,5.0,9.2,,2010-09-02 00:00:00,2025-07-28 11:29:19
245529411010661,8,ANCO2,,,2011-01-01 00:00:00,2023-01-01 00:00:00,5.0,9.2,,2010-09-02 00:00:00,2025-07-28 11:29:19
245529412010661,8,ANCR2,,,2011-01-01 00:00:00,2023-01-01 00:00:00,5.0,9.2,,2010-09-02 00:00:00,2025-07-28 11:29:19
245529413010661,8,ARAB3,,,2011-01-01 00:00:00,,5.0,,,2010-09-02 00:00:00,
245529414010661,8,ARMI2,,,2011-01-01 00:00:00,,5.0,,,2010-09-02 00:00:00,
245529415010661,8,BRTE,,,2011-01-01 00:00:00,,5.0,,,2010-09-02 00:00:00,
245529416010661,8,CAAC,,,2011-01-01 00:00:00,2023-01-01 00:00:00,5.0,9.2,,2010-09-02 00:00:00,2025-07-28 11:29:19
245529417010661,8,CACA19,,,2011-01-01 00:00:00,2023-01-01 00:00:00,5.0,9.2,,2010-09-02 00:00:00,2025-07-28 11:29:22
245529418010661,8,CADR,,,2011-01-01 00:00:00,2023-01-01 00:00:00,5.0,9.2,,2010-09-02 00:00:00,2025-07-28 11:29:19
245529419010661,8,CANU4,,,2011-01-01 00:00:00,2023-01-01 00:00:00,5.0,9.2,,2010-09-02 00:00:00,2025-07-28 11:29:19
245529420010661,8,CESTM,,,2011-01-01 00:00:00,,5.0,,NRCS 2000 to 2010 update of SYMBOL from CEBI2 to CESTM.,2010-09-02 00:00:00,
245529421010661,8,CEDE5,,,2011-01-01 00:00:00,,5.0,,,2010-09-02 00:00:00,
245529422010661,8,CEDI3,,,2011-01-01 00:00:00,,5.0,,,2010-09-02 00:00:00,
245529423010661,8,CESO3,,,2011-01-01 00:00:00,,5.0,,,2010-09-02 00:00:00,
245529424010661,8,CESU,,,2011-01-01 00:00:00,2023-01-01 00:00:00,5.0,9.2,,2010-09-02 00:00:00,2025-07-28 11:29:19
245529425010661,8,CEVIS2,,,2011-01-01 00:00:00,,5.0,,NRCS 2000 to 2010 update of SYMBOL from CETR8 to CEVIS2.,2010-09-02 00:00:00,
245529426010661,8,CHJU,,,2011-01-01 00:00:00,,5.0,,,2010-09-02 00:00:00,
245529427010661,8,CIAR4,,,2011-01-01 00:00:00,,5.0,,,2010-09-02 00:00:00,
245529428010661,8,CIIN,,,2011-01-01 00:00:00,,5.0,,,2010-09-02 00:00:00,
245529429010661,8,CIVU,,,2011-01-01 00:00:00,,5.0,,,2010-09-02 00:00:00,
245529430010661,8,CLOR,,,2011-01-01 00:00:00,2023-01-01 00:00:00,5.0,9.2,,2010-09-02 00:00:00,2025-07-28 11:29:19
245529431010661,8,COAR4,,,2011-01-01 00:00:00,,5.0,,,2010-09-02 00:00:00,
245529432010661,8,COMA2,,,2011-01-01 00:00:00,,5.0,,,2010-09-02 00:00:00,
245529433010661,8,CRVU2,,,2011-01-01 00:00:00,,5.0,,,2010-09-02 00:00:00,
245529434010661,8,CYES,,,2011-01-01 00:00:00,2023-01-01 00:00:00,5.0,9.2,,2010-09-02 00:00:00,2025-07-28 11:29:19
245529435010661,8,CYOF,,,2011-01-01 00:00:00,,5.0,,,2010-09-02 00:00:00,
245529436010661,8,DIFU2,,,2011-01-01 00:00:00,2023-01-01 00:00:00,5.0,9.2,,2010-09-02 00:00:00,2025-07-28 11:29:19
245529437010661,8,DILA4,,,2011-01-01 00:00:00,2023-01-01 00:00:00,5.0,9.2,,2010-09-02 00:00:00,2025-07-28 11:29:19
245529438010661,8,ELAN,,,2011-01-01 00:00:00,,5.0,,,2010-09-02 00:00:00,
245529439010661,8,ELRE4,,,2011-01-01 00:00:00,,5.0,,,2010-09-02 00:00:00,
245529440010661,8,ERCI6,,,2011-01-01 00:00:00,2023-01-01 00:00:00,5.0,9.2,,2010-09-02 00:00:00,2025-07-28 11:29:20
245529441010661,8,EUCY2,,,2011-01-01 00:00:00,2023-01-01 00:00:00,5.0,9.2,,2010-09-02 00:00:00,2025-07-28 11:29:20
245529442010661,8,EUES,,,2011-01-01 00:00:00,,5.0,,,2010-09-02 00:00:00,
245529443010661,8,EUMY2,,,2011-01-01 00:00:00,,5.0,,,2010-09-02 00:00:00,
245529444010661,8,HAGL,,,2011-01-01 00:00:00,,5.0,,,2010-09-02 00:00:00,
245529445010661,8,HEMA3,,,2011-01-01 00:00:00,,5.0,,,2010-09-02 00:00:00,
245529446010661,8,HIAU,,,2011-01-01 00:00:00,,5.0,,,2010-09-02 00:00:00,
245529447010661,8,HITR,,,2011-01-01 00:00:00,2023-01-01 00:00:00,5.0,9.2,,2010-09-02 00:00:00,2025-07-28 11:29:21
245529448010661,8,HYNI,,,2011-01-01 00:00:00,,5.0,,,2010-09-02 00:00:00,
245529449010661,8,HYPE,,,2011-01-01 00:00:00,,5.0,,,2010-09-02 00:00:00,
245529450010661,8,HYVE3,,,2011-01-01 00:00:00,,5.0,,,2010-09-02 00:00:00,
245529451010661,8,ISTI,,,2011-01-01 00:00:00,,5.0,,,2010-09-02 00:00:00,
245529452010661,8,LECU,,,2011-01-01 00:00:00,2023-01-01 00:00:00,5.0,9.2,,2010-09-02 00:00:00,2025-07-28 11:29:21
245529453010661,8,LELA2,,,2011-01-01 00:00:00,,5.0,,,2010-09-02 00:00:00,
245529454010661,8,LEVU,,,2011-01-01 00:00:00,,5.0,,,2010-09-02 00:00:00,
245529455010661,8,LIDA,,,2011-01-01 00:00:00,2023-01-01 00:00:00,5.0,9.2,,2010-09-02 00:00:00,2025-07-28 11:29:21
245529456010661,8,LIGE,,,2011-01-01 00:00:00,2023-01-01 00:00:00,5.0,9.2,,2010-09-02 00:00:00,2025-07-28 11:29:22
245529457010661,8,LIVU2,,,2011-01-01 00:00:00,2023-01-01 00:00:00,5.0,9.2,,2010-09-02 00:00:00,2025-07-28 11:29:21
245529458010661,8,LYSA2,,,2011-01-01 00:00:00,,5.0,,,2010-09-02 00:00:00,
245529459010661,8,MYSP2,,,2011-01-01 00:00:00,,5.0,,,2010-09-02 00:00:00,
245529460010661,8,ONAC,,,2011-01-01 00:00:00,,5.0,,,2010-09-02 00:00:00,
245529461010661,8,ONTA,,,2011-01-01 00:00:00,2023-01-01 00:00:00,5.0,9.2,,2010-09-02 00:00:00,2025-07-28 11:29:21
245529462010661,8,PAMI2,,,2011-01-01 00:00:00,2023-01-01 00:00:00,5.0,9.2,,2010-09-02 00:00:00,2025-07-28 11:29:21
245529463010661,8,PEHA,,,2011-01-01 00:00:00,,5.0,,,2010-09-02 00:00:00,
245529464010661,8,PORE5,,,2011-01-01 00:00:00,,5.0,,,2010-09-02 00:00:00,
245529465010661,8,SAAE,,,2011-01-01 00:00:00,,5.0,,,2010-09-02 00:00:00,
245529466010661,8,SAMO5,,,2011-01-01 00:00:00,2023-01-01 00:00:00,5.0,9.2,,2010-09-02 00:00:00,2025-07-28 11:29:22
245529467010661,8,SAOF4,,,2011-01-01 00:00:00,2023-01-01 00:00:00,5.0,9.2,,2010-09-02 00:00:00,2025-07-28 11:29:22
245529468010661,8,SEJA,,,2011-01-01 00:00:00,,5.0,,,2010-09-02 00:00:00,
245529469010661,8,SOAR2,,,2011-01-01 00:00:00,2023-01-01 00:00:00,5.0,9.2,,2010-09-02 00:00:00,2025-07-28 11:29:22
245529470010661,8,SOHA,,,2011-01-01 00:00:00,,5.0,,,2010-09-02 00:00:00,
245529471010661,8,TACA8,,,2011-01-01 00:00:00,,5.0,,,2010-09-02 00:00:00,
245529472010661,8,TACH2,,,2011-01-01 00:00:00,2023-01-01 00:00:00,5.0,9.2,,2010-09-02 00:00:00,2025-07-28 11:29:22
245529473010661,8,TAPA4,,,2011-01-01 00:00:00,2023-01-01 00:00:00,5.0,9.2,,2010-09-02 00:00:00,2025-07-28 11:29:22
245529474010661,8,TARA,,,2011-01-01 00:00:00,2023-01-01 00:00:00,5.0,9.2,,2010-09-02 00:00:00,2025-07-28 11:29:22
245529475010661,8,TAVU,,,2011-01-01 00:00:00,,5.0,,,2010-09-02 00:00:00,
245529476010661,8,TRPE21,,,2011-01-01 00:00:00,2023-01-01 00:00:00,5.0,9.2,,2010-09-02 00:00:00,2025-07-28 11:29:22
245529477010661,8,TRTE,,,2011-01-01 00:00:00,,5.0,,,2010-09-02 00:00:00,
245529478010661,8,VEBL,,,2011-01-01 00:00:00,2023-01-01 00:00:00,5.0,9.2,,2010-09-02 00:00:00,2025-07-28 11:29:22
245529479010661,8,VETH,,,2011-01-01 00:00:00,2023-01-01 00:00:00,5.0,9.2,,2010-09-02 00:00:00,2025-07-28 11:29:22
245529480010661,9,ACPL,,,2007-01-01 00:00:00,,4.0,,,2010-09-24 00:00:00,
245529481010661,9,AIAL,,,2007-01-01 00:00:00,,4.0,,,2010-09-24 00:00:00,
245529482010661,9,ALJU,,,2007-01-01 00:00:00,,4.0,,,2010-09-24 00:00:00,
245529483010661,9,ALPE4,,,2007-01-01 00:00:00,,4.0,,,2010-09-24 00:00:00,
245529484010661,9,BETH,,,2007-01-01 00:00:00,,4.0,,,2010-09-24 00:00:00,
245529485010661,9,BEVU,,,2007-01-01 00:00:00,,4.0,,,2010-09-24 00:00:00,
245529486010661,9,CESTM,,,2007-01-01 00:00:00,,4.0,,NRCS 2000 to 2010 update of SYMBOL from CEBI2 to CESTM.,2010-09-24 00:00:00,
245529487010661,9,CEOR7,,,2007-01-01 00:00:00,,4.0,,,2010-09-24 00:00:00,
245529488010661,9,CIAR4,,,2007-01-01 00:00:00,,4.0,,,2010-09-24 00:00:00,
245529489010661,9,CIVU,,,2007-01-01 00:00:00,,4.0,,,2010-09-24 00:00:00,
245529490010661,9,CYLO11,,,2007-01-01 00:00:00,,4.0,,,2010-09-24 00:00:00,
245529491010661,9,CYRO8,,,2007-01-01 00:00:00,,4.0,,,2010-09-24 00:00:00,
245529492010661,9,ELAN,,,2007-01-01 00:00:00,,4.0,,,2010-09-24 00:00:00,
245529493010661,9,ELUM,,,2007-01-01 00:00:00,,4.0,,,2010-09-24 00:00:00,
245529494010661,9,EUES,,,2007-01-01 00:00:00,,4.0,,,2010-09-24 00:00:00,
245529495010661,9,FRAL4,,,2007-01-01 00:00:00,,4.0,,,2010-09-24 00:00:00,
245529496010661,9,HEHE,,,2007-01-01 00:00:00,,4.0,,,2010-09-24 00:00:00,
245529497010661,9,HEMA3,,,2007-01-01 00:00:00,,4.0,,,2010-09-24 00:00:00,
245529498010661,9,LIVU,,,2007-01-01 00:00:00,,4.0,,,2010-09-24 00:00:00,
245529499010661,9,LOBE,1.0,,2007-01-01 00:00:00,,4.0,,,2010-09-24 00:00:00,
245529500010661,9,LOJA,,,2007-01-01 00:00:00,,4.0,,,2010-09-24 00:00:00,
245529501010661,9,LOMA6,1.0,,2007-01-01 00:00:00,,4.0,,,2010-09-24 00:00:00,
245529502010661,9,LOMO2,1.0,,2007-01-01 00:00:00,,4.0,,,2010-09-24 00:00:00,
245529503010661,9,LONIC,1.0,,2007-01-01 00:00:00,,4.0,,"Consists of L. maackii, L. morrowii, L. tatarica or L. x bella if INVASIVE=Y after unknown processing.",2010-09-24 00:00:00,
245529504010661,9,LOTA,1.0,,2007-01-01 00:00:00,,4.0,,,2010-09-24 00:00:00,
245529505010661,9,LYNU,,,2007-01-01 00:00:00,,4.0,,,2010-09-24 00:00:00,
245529506010661,9,LYSA2,,,2007-01-01 00:00:00,,4.0,,,2010-09-24 00:00:00,
245529507010661,9,MEAZ,,,2007-01-01 00:00:00,,4.0,,,2010-09-24 00:00:00,
245529508010661,9,MEQU,,,2007-01-01 00:00:00,,4.0,,,2010-09-24 00:00:00,
245529509010661,9,MIVI,,,2007-01-01 00:00:00,,4.0,,,2010-09-24 00:00:00,
245529510010661,9,PATO2,,,2007-01-01 00:00:00,,4.0,,,2010-09-24 00:00:00,
245529511010661,9,PHAR3,,,2007-01-01 00:00:00,,4.0,,,2010-09-24 00:00:00,
245529512010661,9,PHAU7,,,2007-01-01 00:00:00,,4.0,,,2010-09-24 00:00:00,
245529513010661,9,POBO10,,,2007-01-01 00:00:00,,4.0,,Species not in PLANTS 2000,2010-09-24 00:00:00,
245529514010661,9,POCU6,,,2007-01-01 00:00:00,,4.0,,,2010-09-24 00:00:00,
245529515010661,9,POSA4,,,2007-01-01 00:00:00,,4.0,,,2010-09-24 00:00:00,
245529516010661,9,RHCA3,,,2007-01-01 00:00:00,,4.0,,,2010-09-24 00:00:00,
245529519010661,9,ROMU,,,2007-01-01 00:00:00,,4.0,,,2010-09-24 00:00:00,
